,indice,NAME OF ISSUER,TITLE OF CLASS,CUSIP,(x$1000),PRN AMT,PRN,date_reported,cik_company
734,5272200340107202111,COMERICA INC,COM,200340107,3219,39993,SH,202111,5272
735,5272199908104202111,COMFORT SYSTEMS USA INC,COM,199908104,1600,22430,SH,202111,5272
736,5272200525103202111,COMMERCE BANCSHARES INC,COM,200525103,12756,183059,SH,202111,5272
737,5272201723103202111,COMMERCIAL METALS CO,COM,201723103,8288,272079,SH,202111,5272
738,5272202608105202111,COMMERCIAL VEHICLE GROUP INC,COM,202608105,166,17545,SH,202111,5272
739,527220337X109202111,COMMSCOPE HOLDING CO INC,COM,20337X109,54,3941,SH,202111,5272
740,5272203607106202111,COMMUNITY BANK SYSTEM INC,COM,203607106,2302,33640,SH,202111,5272
741,5272203668108202111,COMMUNITY HEALTH SYSTEMS INC,COM,203668108,912,77977,SH,202111,5272
742,527220369C106202111,COMMUNITY HEALTHCARE TRUST I,COM,20369C106,668,14791,SH,202111,5272
743,5272204149108202111,COMMUNITY TRUST BANCORP INC,COM,204149108,358,8514,SH,202111,5272
744,5272204166102202111,COMMVAULT SYSTEMS INC,COM,204166102,7800,103577,SH,202111,5272
745,527220451N101202111,COMPASS MINERALS INTERNATION,COM,20451N101,4957,76967,SH,202111,5272
746,5272205306103202111,COMPUTER PROGRAMS and SYSTEMS,COM,205306103,315,8891,SH,202111,5272
747,527220563P101202111,COMPX INTERNATIONAL INC,COM,20563P101,18,878,SH,202111,5272
748,527220564W105202111,COMSCORE INC,COM,20564W105,149,38325,SH,202111,5272
749,5272205768302202111,COMSTOCK RESOURCES INC,COM,205768302,519,50127,SH,202111,5272
750,5272205826209202111,COMTECH TELECOMMUNICATIONS,COM,205826209,411,16049,SH,202111,5272
751,5272205887102202111,CONAGRA BRANDS INC,COM,205887102,4854,143309,SH,202111,5272
752,527220602D101202111,CONCENTRIX CORP,COM,20602D101,13051,73734,SH,202111,5272
753,5272206704108202111,CONCRETE PUMPING HOLDINGS IN,COM,206704108,121,14123,SH,202111,5272
754,5272206787103202111,CONDUENT INC,COM,206787103,604,91704,SH,202111,5272
755,5272207410101202111,CONMED CORP,COM,207410101,2386,18235,SH,202111,5272
756,5272208242107202111,CONN S INC,COM,208242107,258,11305,SH,202111,5272
757,527220786W107202111,CONNECTONE BANCORP INC,COM,20786W107,613,20419,SH,202111,5272
758,527220825C104202111,CONOCOPHILLIPS,COM,20825C104,26089,384967,SH,202111,5272
759,527220854L108202111,CONSOL ENERGY INC,COM,20854L108,554,21296,SH,202111,5272
760,5272209034107202111,CONSOLIDATED COMMUNICATIONS,COM,209034107,420,45695,SH,202111,5272
761,5272209115104202111,CONSOLIDATED EDISON INC,COM,209115104,12013,165487,SH,202111,5272
762,527221036P108202111,CONSTELLATION BRANDS INC A,COM,21036P108,10191,48369,SH,202111,5272
763,5272F21107101202111,CONSTELLIUM SE,CL A,F21107101,1262,67199,SH,202111,5272
764,527221044C107202111,CONSTRUCTION PARTNERS INC A,COM,21044C107,532,15934,SH,202111,5272
765,5272210751103202111,CONTAINER STORE GROUP INC/TH,COM,210751103,166,17401,SH,202111,5272
766,527221075N204202111,CONTANGO OIL and GAS,COM,21075N204,367,80399,SH,202111,5272
767,5272212015101202111,CONTINENTAL RESOURCES INC/OK,COM,212015101,36,781,SH,202111,5272
768,527221258C108202111,CONVEY HOLDING PARENT INC,COM,21258C108,62,7365,SH,202111,5272
769,5272216648402202111,COOPER COS INC/THE,COM,216648402,7209,17443,SH,202111,5272
770,527221676P103202111,COOPER STANDARD HOLDING,COM,21676P103,232,10573,SH,202111,5272
771,5272P31076105202111,COPA HOLDINGS SA CLASS A,COM,P31076105,29,351,SH,202111,5272
772,5272217204106202111,COPART INC,COM,217204106,11296,81433,SH,202111,5272
773,5272218352102202111,CORCEPT THERAPEUTICS INC,COM,218352102,1206,61291,SH,202111,5272
774,527221874C102202111,CORE and MAIN INC CLASS A,CL A,21874C102,14,543,SH,202111,5272
775,5272N22717107202111,CORE LABORATORIES N.V.,COM,N22717107,103,3718,SH,202111,5272
776,527221871N101202111,CORECIVIC INC,COM,21871N101,670,75311,SH,202111,5272
777,527221872L104202111,COREPOINT LODGING INC,COM,21872L104,334,21537,SH,202111,5272
778,527221870Q105202111,CORESITE REALTY CORP,COM,21870Q105,10587,76418,SH,202111,5272
779,527221900C308202111,CORMEDIX INC,COM,21900C308,96,20741,SH,202111,5272
780,527221925D109202111,CORNERSTONE BUILDING BRANDS,COM,21925D109,438,29970,SH,202111,5272
781,527221925Y103202111,CORNERSTONE ONDEMAND INC,COM,21925Y103,1974,34479,SH,202111,5272
782,5272219350105202111,CORNING INC,COM,219350105,8879,243334,SH,202111,5272
783,527222002T108202111,CORPORATE OFFICE PROPERTIES,COM,22002T108,6854,254056,SH,202111,5272
784,527222041X102202111,CORSAIR GAMING INC,COM,22041X102,388,14979,SH,202111,5272
785,527222052L104202111,CORTEVA INC,COM,22052L104,9228,219294,SH,202111,5272
786,527222053A107202111,CORTEXYME INC,COM,22053A107,1001,10919,SH,202111,5272
787,5272221006109202111,CORVEL CORP,COM,221006109,1040,5586,SH,202111,5272
788,5272Y1771G102202111,COSTAMARE INC,COM,Y1771G102,448,28893,SH,202111,5272
789,527222160N109202111,COSTAR GROUP INC,COM,22160N109,598,6950,SH,202111,5272
790,527222160K105202111,COSTCO WHOLESALE CORP,COM,22160K105,70190,156204,SH,202111,5272
791,5272127097103202111,COTERRA ENERGY INC,COM,127097103,2604,119667,SH,202111,5272
792,5272222070203202111,COTY INC CL A,CL A,222070203,4530,576328,SH,202111,5272
793,527222207T101202111,COUCHBASE INC,COM,22207T101,165,5297,SH,202111,5272
794,527222266L106202111,COUPA SOFTWARE INC,COM,22266L106,315,1437,SH,202111,5272
795,527222266M104202111,COURSERA INC,COM,22266M104,1000,31598,SH,202111,5272
796,5272222795502202111,COUSINS PROPERTIES INC,COM,222795502,9549,256069,SH,202111,5272
797,527222282E102202111,COVANTA HOLDING CORP,COM,22282E102,1319,65577,SH,202111,5272
798,527222284P105202111,COVENANT LOGISTICS GROUP INC,CL A,22284P105,183,6627,SH,202111,5272
799,527222304C100202111,COVETRUS INC,COM,22304C100,1178,64934,SH,202111,5272
800,5272223622606202111,COWEN INC A,COM,223622606,527,15356,SH,202111,5272
801,527212618T105202111,CRA INTERNATIONAL INC,COM,12618T105,387,3893,SH,202111,5272
802,527222410J106202111,CRACKER BARREL OLD COUNTRY,COM,22410J106,7493,53582,SH,202111,5272
803,5272224399105202111,CRANE CO,COM,224399105,8137,85825,SH,202111,5272
804,5272224633206202111,CRAWFORD and COMPANY CL A,CL A,224633206,80,8911,SH,202111,5272
805,5272G2519Y108202111,CREDICORP LTD,COM,G2519Y108,101,907,SH,202111,5272
806,5272225310101202111,CREDIT ACCEPTANCE CORP,COM,225310101,60,103,SH,202111,5272
807,527222663K107202111,CRINETICS PHARMACEUTICALS IN,COM,22663K107,431,20479,SH,202111,5272
808,5272227046109202111,CROCS INC,COM,227046109,20168,140564,SH,202111,5272
809,5272227483104202111,CROSS COUNTRY HEALTHCARE INC,COM,227483104,478,22488,SH,202111,5272
810,527222766M109202111,CROSSFIRST BANKSHARES INC,COM,22766M109,332,25527,SH,202111,5272
811,527222788C105202111,CROWDSTRIKE HOLDINGS INC A,CL A,22788C105,4019,16353,SH,202111,5272
812,527222822V101202111,CROWN CASTLE INTL CORP,COM,22822V101,25180,145282,SH,202111,5272
813,5272228368106202111,CROWN HOLDINGS INC,COM,228368106,155,1539,SH,202111,5272
814,5272228903100202111,CRYOLIFE INC,COM,228903100,534,23966,SH,202111,5272
815,5272229050307202111,CRYOPORT INC,COM,229050307,1477,22201,SH,202111,5272
816,5272126327105202111,CS DISCO INC,COM,126327105,339,7079,SH,202111,5272
817,5272126349109202111,CSG SYSTEMS INTL INC,COM,126349109,986,20448,SH,202111,5272
818,5272126402106202111,CSW INDUSTRIALS INC,COM,126402106,1038,8127,SH,202111,5272
819,5272126408103202111,CSX CORP,COM,126408103,26639,895743,SH,202111,5272
820,527222948Q101202111,CTO REALTY GROWTH INC,COM,22948Q101,172,3196,SH,202111,5272
821,5272126501105202111,CTS CORP,COM,126501105,621,20077,SH,202111,5272
822,5272229663109202111,CUBESMART,COM,229663109,108,2236,SH,202111,5272
823,527222978P106202111,CUE BIOPHARMA INC,COM,22978P106,245,16836,SH,202111,5272
824,5272229899109202111,CULLEN/FROST BANKERS INC,COM,229899109,11573,97567,SH,202111,5272
825,5272230031106202111,CULLINAN ONCOLOGY IN,COM,230031106,27619,1223712,SH,202111,5272
826,5272230031106202111,CULLINAN ONCOLOGY INC,COM,230031106,320,14165,SH,202111,5272
827,5272231021106202111,CUMMINS INC,COM,231021106,11417,50842,SH,202111,5272
828,5272N2451R105202111,CUREVAC NV,COM,N2451R105,57,1044,SH,202111,5272
829,527223130Q107202111,CURIOSITYSTREAM INC,CL A,23130Q107,150,14242,SH,202111,5272
830,5272231269200202111,CURIS INC,COM,231269200,371,47402,SH,202111,5272
831,527223131L107202111,CURO GROUP HOLDINGS CORP,COM,23131L107,200,11532,SH,202111,5272
832,5272231561101202111,CURTISS WRIGHT CORP,COM,231561101,8884,70411,SH,202111,5272
833,5272G2717B108202111,CUSHMAN and WAKEFIELD PLC,COM,G2717B108,1413,75949,SH,202111,5272
834,527223204X103202111,CUSTOM TRUCK ONE SOURCE INC,CL A,23204X103,236,25295,SH,202111,5272
835,527223204G100202111,CUSTOMERS BANCORP INC,COM,23204G100,807,18750,SH,202111,5272
836,5272232109108202111,CUTERA INC,COM,232109108,510,10936,SH,202111,5272
837,5272126600105202111,CVB FINANCIAL CORP,COM,126600105,1650,81005,SH,202111,5272
838,527212662P108202111,CVR ENERGY INC,COM,12662P108,270,16199,SH,202111,5272
839,5272126638105202111,CVRX INC,COM,126638105,74,4447,SH,202111,5272
840,5272126650100202111,CVS HEALTH CORP,COM,126650100,32192,379360,SH,202111,5272
841,5272M2682V108202111,CYBERARK SOFTWARE LTD/ISRAEL,COM,M2682V108,885,5605,SH,202111,5272
842,527223257D103202111,CYMABAY THERAPEUTICS INC,COM,23257D103,138,37936,SH,202111,5272
843,527223283R100202111,CYRUSONE INC,COM,23283R100,16534,213588,SH,202111,5272
844,527223284P103202111,CYTEIR THERAPEUTICS INC,COM,23284P103,80,4576,SH,202111,5272
845,527223285D109202111,CYTEK BIOSCIENCES INC,COM,23285D109,188,8789,SH,202111,5272
846,527223282W605202111,CYTOKINETICS INC,COM,23282W605,1791,50099,SH,202111,5272
847,527223284F105202111,CYTOMX THERAPEUTICS INC,COM,23284F105,181,35498,SH,202111,5272
848,527223283X206202111,CYTOSORBENTS CORP,COM,23283X206,183,22569,SH,202111,5272
849,5272233912104202111,DAILY JOURNAL CORP,COM,233912104,212,662,SH,202111,5272
850,5272234264109202111,DAKTRONICS INC,COM,234264109,125,23109,SH,202111,5272
851,5272235825205202111,DANA INC,COM,235825205,7296,328079,SH,202111,5272
852,5272235851102202111,DANAHER CORP,COM,235851102,68331,224448,SH,202111,5272
853,5272236272100202111,DANIMER SCIENTIFIC INC,CL A,236272100,596,36448,SH,202111,5272
854,527223703Q203202111,DAQO NEW ENERGY CORP ADR,SPNSRD ADS,23703Q203,42,750,SH,202111,5272
855,5272237194105202111,DARDEN RESTAURANTS INC,COM,237194105,6008,39664,SH,202111,5272
856,527223725P209202111,DARIOHEALTH CORP,COM,23725P209,101,7378,SH,202111,5272
857,5272237266101202111,DARLING INGREDIENTS INC,COM,237266101,20074,279189,SH,202111,5272
858,527223753F107202111,DASEKE INC,COM,23753F107,202,21981,SH,202111,5272
859,527223804L103202111,DATADOG INC CLASS A,COM,23804L103,645,4562,SH,202111,5272
860,527223821D100202111,DATTO HOLDING CORP,COM,23821D100,6,265,SH,202111,5272
861,5272238337109202111,DAVE and BUSTER S ENTERTAINMEN,COM,238337109,1025,26750,SH,202111,5272
862,527223918K108202111,DAVITA INC,COM,23918K108,2506,21558,SH,202111,5272
863,527223954D109202111,DAY ONE BIOPHARMACEUTICALS I,COM,23954D109,143,6035,SH,202111,5272
864,527224344T101202111,DECIPHERA PHARMACEUTICALS IN,COM,24344T101,732,21540,SH,202111,5272
865,5272243537107202111,DECKERS OUTDOOR CORP,COM,243537107,17171,47671,SH,202111,5272
866,5272244199105202111,DEERE and CO,COM,244199105,33418,99735,SH,202111,5272
867,5272245496104202111,DEL TACO RESTAURANTS INC,COM,245496104,143,16344,SH,202111,5272
868,527224665A103202111,DELEK US HOLDINGS INC,COM,24665A103,646,35939,SH,202111,5272
869,5272247361702202111,DELTA AIR LINES INC,COM,247361702,11662,273693,SH,202111,5272
870,5272248019101202111,DELUXE CORP,COM,248019101,950,26468,SH,202111,5272
871,527224823R105202111,DENALI THERAPEUTICS INC,COM,24823R105,2512,49797,SH,202111,5272
872,527224790A101202111,DENBURY INC,COM,24790A101,1940,27618,SH,202111,5272
873,527224869P104202111,DENNY S CORP,COM,24869P104,560,34296,SH,202111,5272
874,527224906P109202111,DENTSPLY SIRONA INC,COM,24906P109,4428,76286,SH,202111,5272
875,527224984K105202111,DERMTECH INC,COM,24984K105,427,13285,SH,202111,5272
876,527225056L103202111,DESIGN THERAPEUTICS INC,COM,25056L103,112,7623,SH,202111,5272
877,5272250565108202111,DESIGNER BRANDS INC CLASS A,COM,250565108,527,37821,SH,202111,5272
878,527225058X105202111,DESKTOP METAL INC A,CL A,25058X105,592,82529,SH,202111,5272
879,527225179M103202111,DEVON ENERGY CORP,COM,25179M103,7209,203010,SH,202111,5272
880,5272252131107202111,DEXCOM INC,COM,252131107,22129,40465,SH,202111,5272
881,5272Y2065G121202111,DHT HOLDINGS INC,COM,Y2065G121,507,77599,SH,202111,5272
882,527225264R207202111,DIAMOND HILL INVESTMENT GRP,COM,25264R207,292,1662,SH,202111,5272
883,527225278X109202111,DIAMONDBACK ENERGY INC,COM,25278X109,4891,51668,SH,202111,5272
884,5272252784301202111,DIAMONDROCK HOSPITALITY CO,COM,252784301,1242,131407,SH,202111,5272
885,5272253031108202111,DICERNA PHARMACEUTICALS INC,COM,253031108,768,38094,SH,202111,5272
886,5272253393102202111,DICK S SPORTING GOODS INC,COM,253393102,13514,112834,SH,202111,5272
887,527223292E108202111,DIDI GLOBAL INC,SPNSRD ADS,23292E108,30,3782,SH,202111,5272
888,5272253651103202111,DIEBOLD NIXDORF INC,COM,253651103,457,45238,SH,202111,5272
889,5272253798102202111,DIGI INTERNATIONAL INC,COM,253798102,446,21220,SH,202111,5272
890,527225381B101202111,DIGIMARC CORP,COM,25381B101,240,6973,SH,202111,5272
891,527225401G106202111,DIGITAL MEDIA SOLUTIONS A,CL A,25401G106,13,1769,SH,202111,5272
892,5272253868103202111,DIGITAL REALTY TRUST INC,COM,253868103,12507,86582,SH,202111,5272
893,527225400W102202111,DIGITAL TURBINE INC,COM,25400W102,13704,199334,SH,202111,5272
894,527225401T108202111,DIGITALBRIDGE GROUP INC,CL A,25401T108,1602,265628,SH,202111,5272
895,527225402D102202111,DIGITALOCEAN HOLDINGS INC,COM,25402D102,2105,27115,SH,202111,5272
896,5272254067101202111,DILLARDS INC CL A,CL A,254067101,569,3296,SH,202111,5272
897,527225432X102202111,DIME COMMUNITY BANCSHARES IN,COM,25432X102,707,21639,SH,202111,5272
898,5272254423106202111,DINE BRANDS GLOBAL INC,COM,254423106,836,10300,SH,202111,5272
899,5272254543101202111,DIODES INC,COM,254543101,2489,27473,SH,202111,5272
900,5272254709108202111,DISCOVER FINANCIAL SERVICES,COM,254709108,11158,90827,SH,202111,5272
901,527225470F104202111,DISCOVERY INC A,COM,25470F104,1280,50451,SH,202111,5272
902,527225470F302202111,DISCOVERY INC C,COM,25470F302,2205,90833,SH,202111,5272
903,527225470M109202111,DISH NETWORK CORP A,COM,25470M109,3230,74332,SH,202111,5272
904,5272G28923103202111,DIVERSEY HOLDINGS LTD,ORD SHS,G28923103,14,885,SH,202111,5272
905,527225525P107202111,DIVERSIFIED HEALTHCARE TRUST,COM SH BEN INT,25525P107,505,149047,SH,202111,5272
906,527223291C103202111,DMC GLOBAL INC,COM,23291C103,431,11673,SH,202111,5272
907,5272256163106202111,DOCUSIGN INC,COM,256163106,4106,15951,SH,202111,5272
908,527225659T107202111,DOLBY LABORATORIES INC CL A,CL A,25659T107,63,715,SH,202111,5272
909,5272256677105202111,DOLLAR GENERAL CORP,COM,256677105,17081,80519,SH,202111,5272
910,5272256746108202111,DOLLAR TREE INC,COM,256746108,7979,83354,SH,202111,5272
911,527225746U109202111,DOMINION ENERGY INC,COM,25746U109,16972,232429,SH,202111,5272
912,527225754A201202111,DOMINO S PIZZA INC,COM,25754A201,6410,13440,SH,202111,5272
913,5272257554105202111,DOMO INC CLASS B,COM,257554105,1274,15085,SH,202111,5272
914,5272257559203202111,DOMTAR CORP,COM,257559203,1713,31403,SH,202111,5272
915,5272257651109202111,DONALDSON CO INC,COM,257651109,12425,216422,SH,202111,5272
916,5272257701201202111,DONEGAL GROUP INC CL A,CL A,257701201,117,8092,SH,202111,5272
917,527225787G100202111,DONNELLEY FINANCIAL SOLUTION,COM,25787G100,640,18498,SH,202111,5272
918,527225809K105202111,DOORDASH INC A,CL A,25809K105,553,2685,SH,202111,5272
919,5272Y2106R110202111,DORIAN LPG LTD,COM,Y2106R110,239,19271,SH,202111,5272
920,5272258278100202111,DORMAN PRODUCTS INC,COM,258278100,1604,16940,SH,202111,5272
921,527225862V105202111,DOUBLEVERIFY HOLDINGS INC,COM,25862V105,10,304,SH,202111,5272
922,527225960R105202111,DOUGLAS DYNAMICS INC,COM,25960R105,449,12366,SH,202111,5272
923,527225960P109202111,DOUGLAS EMMETT INC,COM,25960P109,9549,302101,SH,202111,5272
924,5272260003108202111,DOVER CORP,COM,260003108,6684,42987,SH,202111,5272
925,5272260557103202111,DOW INC,COM,260557103,12469,216624,SH,202111,5272
926,527223331A109202111,DR HORTON INC,COM,23331A109,8378,99771,SH,202111,5272
927,527226142R104202111,DRAFTKINGS INC CL A,CL A,26142R104,287,5964,SH,202111,5272
928,5272262037104202111,DRIL QUIP INC,COM,262037104,556,22063,SH,202111,5272
929,5272262077100202111,DRIVE SHACK INC,COM,262077100,127,45216,SH,202111,5272
930,527226210V102202111,DRIVEN BRANDS HOLDINGS INC,COM,26210V102,17,599,SH,202111,5272
931,527226210C104202111,DROPBOX INC CLASS A,COM,26210C104,175,5986,SH,202111,5272
932,527223332B106202111,DSP GROUP INC,COM,23332B106,310,14171,SH,202111,5272
933,5272233331107202111,DTE ENERGY COMPANY,COM,233331107,6463,57851,SH,202111,5272
934,527223345M107202111,DTE MIDSTREAM LLC W/I,COM,23345M107,7714,166817,SH,202111,5272
935,5272264120106202111,DUCK CREEK TECHNOLOG,SHS,264120106,118328,2674677,SH,202111,5272
936,5272264120106202111,DUCK CREEK TECHNOLOGIES INC,SHS,264120106,41,935,SH,202111,5272
937,527226414D106202111,DUCKHORN PORTFOLIO INC/THE,COM,26414D106,253,11047,SH,202111,5272
938,5272264147109202111,DUCOMMUN INC,COM,264147109,300,5955,SH,202111,5272
939,527226441C204202111,DUKE ENERGY CORP,COM,26441C204,21584,221173,SH,202111,5272
940,5272264411505202111,DUKE REALTY CORP,COM,264411505,5452,113882,SH,202111,5272
941,527226443V101202111,DULUTH HOLDINGS INC CL B,COM,26443V101,91,6646,SH,202111,5272
942,527226484T106202111,DUN and BRADSTREET HOLDINGS IN,COM,26484T106,30,1784,SH,202111,5272
943,527226614N102202111,DUPONT DE NEMOURS INC,COM,26614N102,10224,150371,SH,202111,5272
944,5272266605104202111,DURECT CORPORATION,COM,266605104,158,123819,SH,202111,5272
945,527223355L106202111,DXC TECHNOLOGY CO,COM,23355L106,2528,75216,SH,202111,5272
946,5272233377407202111,DXP ENTERPRISES INC,COM,233377407,330,11175,SH,202111,5272
947,5272267475101202111,DYCOM INDUSTRIES INC,COM,267475101,4917,69026,SH,202111,5272
948,5272268150109202111,DYNATRACE INC,COM,268150109,267,3765,SH,202111,5272
949,5272268158201202111,DYNAVAX TECHNOLOGIES CORP,COM,268158201,1134,59008,SH,202111,5272
950,527226818M108202111,DYNE THERAPEUTICS INC,COM,26818M108,267,16437,SH,202111,5272
951,527226817Q886202111,DYNEX CAPITAL INC,COM,26817Q886,322,18642,SH,202111,5272
952,5272268211109202111,DZS INC,COM,268211109,113,9202,SH,202111,5272
953,527229788T103202111,E2OPEN PARENT HOLDINGS INC,CL A,29788T103,1004,88829,SH,202111,5272
954,5272268948106202111,EAGLE BANCORP INC,COM,268948106,1143,19883,SH,202111,5272
955,5272Y2187A150202111,EAGLE BULK SHIPPING INC,COM,Y2187A150,247,4891,SH,202111,5272
956,527226969P108202111,EAGLE MATERIALS INC,COM,26969P108,9460,72122,SH,202111,5272
957,5272269796108202111,EAGLE PHARMACEUTICALS INC,COM,269796108,406,7284,SH,202111,5272
958,5272270087109202111,EARGO INC,COM,270087109,73,10804,SH,202111,5272
959,527227032D304202111,EARTHSTONE ENERGY INC A,COM,27032D304,121,13117,SH,202111,5272
960,527227579R104202111,EAST WEST BANCORP INC,COM,27579R104,18946,244337,SH,202111,5272
961,527227616P103202111,EASTERLY GOVERNMENT PROPERTI,COM,27616P103,1093,52896,SH,202111,5272
962,527227627N105202111,EASTERN BANKSHARES INC,COM,27627N105,1909,94034,SH,202111,5272
963,5272277276101202111,EASTGROUP PROPERTIES INC,COM,277276101,15147,90901,SH,202111,5272
964,5272277432100202111,EASTMAN CHEMICAL CO,COM,277432100,4085,40548,SH,202111,5272
965,5272277461406202111,EASTMAN KODAK CO,COM,277461406,167,24558,SH,202111,5272
966,5272G29183103202111,EATON CORP PLC,COM,G29183103,21003,140665,SH,202111,5272
967,5272278642103202111,EBAY INC,COM,278642103,20987,301238,SH,202111,5272
968,5272278715206202111,EBIX INC,COM,278715206,443,16438,SH,202111,5272
969,527227875T101202111,ECHO GLOBAL LOGISTICS INC,COM,27875T101,790,16558,SH,202111,5272
970,5272278768106202111,ECHOSTAR CORP A,COM,278768106,552,21637,SH,202111,5272
971,5272278865100202111,ECOLAB INC,COM,278865100,18132,86913,SH,202111,5272
972,527227923Q109202111,ECOVYST INC,COM,27923Q109,328,28107,SH,202111,5272
973,527228035Q102202111,EDGEWELL PERSONAL CARE CO,COM,28035Q102,1238,34096,SH,202111,5272
974,527228036F105202111,EDGEWISE THERAPEUTICS INC,COM,28036F105,116,6993,SH,202111,5272
975,5272281020107202111,EDISON INTERNATIONAL,COM,281020107,6286,113315,SH,202111,5272
976,527228106W103202111,EDITAS MEDICINE INC,COM,28106W103,1538,37432,SH,202111,5272
977,527228176E108202111,EDWARDS LIFESCIENCES CORP,COM,28176E108,23678,209151,SH,202111,5272
978,527228225C806202111,EGAIN CORP,COM,28225C806,114,11188,SH,202111,5272
979,527228238P109202111,EHEALTH INC,COM,28238P109,618,15256,SH,202111,5272
980,527228249U105202111,EIGER BIOPHARMACEUTICALS INC,COM,28249U105,117,17522,SH,202111,5272
981,5272268603107202111,EL POLLO LOCO HOLDINGS INC,COM,268603107,203,11985,SH,202111,5272
982,527228414H103202111,ELANCO ANIMAL HEALTH INC,COM,28414H103,158,4959,SH,202111,5272
983,5272N14506104202111,ELASTIC NV,COM,N14506104,204,1367,SH,202111,5272
984,5272285512109202111,ELECTRONIC ARTS INC,COM,285512109,18096,127214,SH,202111,5272
985,527228618M106202111,ELEMENT SOLUTIONS INC,COM,28618M106,56,2577,SH,202111,5272
986,527226856L103202111,ELF BEAUTY INC,COM,26856L103,877,30203,SH,202111,5272
987,5272532457108202111,ELI LILLY and CO,COM,532457108,59441,257265,SH,202111,5272
988,527228658R106202111,ELIEM THERAPEUTICS INC,COM,28658R106,69,3863,SH,202111,5272
989,527228852N109202111,ELLINGTON FINANCIAL INC,COM,28852N109,537,29370,SH,202111,5272
990,527229084Q100202111,EMCOR GROUP INC,COM,29084Q100,13979,121157,SH,202111,5272
991,5272290846203202111,EMCORE CORP,COM,290846203,150,19991,SH,202111,5272
992,527229103W104202111,EMERALD HOLDING INC,COM,29103W104,57,13096,SH,202111,5272
993,527229089Q105202111,EMERGENT BIOSOLUTIONS INC,COM,29089Q105,5437,108595,SH,202111,5272
994,5272291011104202111,EMERSON ELECTRIC CO,COM,291011104,19347,205382,SH,202111,5272
995,5272292104106202111,EMPIRE STATE REALTY TRUST A,COM,292104106,785,78284,SH,202111,5272
996,5272292218104202111,EMPLOYERS HOLDINGS INC,COM,292218104,705,17863,SH,202111,5272
997,527229251M106202111,ENANTA PHARMACEUTICALS INC,COM,29251M106,681,11988,SH,202111,5272
998,527229261A100202111,ENCOMPASS HEALTH CORP,COM,29261A100,12894,171823,SH,202111,5272
999,5272292554102202111,ENCORE CAPITAL GROUP INC,COM,292554102,933,18937,SH,202111,5272
1000,5272292562105202111,ENCORE WIRE CORP,COM,292562105,1202,12671,SH,202111,5272
1001,5272G30401106202111,ENDO INTERNATIONAL PLC,COM,G30401106,467,144199,SH,202111,5272
1002,527229272W109202111,ENERGIZER HOLDINGS INC,COM,29272W109,5658,144894,SH,202111,5272
1003,5272292671708202111,ENERGY FUELS INC,COM,292671708,568,80866,SH,202111,5272
1004,527229270J100202111,ENERGY RECOVERY INC,COM,29270J100,439,23083,SH,202111,5272
1005,5272292765104202111,ENERPAC TOOL GROUP CORP,CL A,292765104,786,37907,SH,202111,5272
1006,527229275Y102202111,ENERSYS,COM,29275Y102,7162,96215,SH,202111,5272
1007,5272293389102202111,ENNIS INC,COM,293389102,263,13969,SH,202111,5272
1008,527229357K103202111,ENOVA INTERNATIONAL INC,COM,29357K103,788,22818,SH,202111,5272
1009,527229355A107202111,ENPHASE ENERGY INC,COM,29355A107,6432,42889,SH,202111,5272
1010,527229355X107202111,ENPRO INDUSTRIES INC,COM,29355X107,1129,12954,SH,202111,5272
1011,527229358P101202111,ENSIGN GROUP INC/THE,COM,29358P101,2469,32968,SH,202111,5272
1012,5272G3075P101202111,ENSTAR GROUP LTD,COM,G3075P101,1595,6796,SH,202111,5272
1013,527229362U104202111,ENTEGRIS INC,COM,29362U104,333,2644,SH,202111,5272
1014,527229364G103202111,ENTERGY CORP,COM,29364G103,5959,60005,SH,202111,5272
1015,5272293668109202111,ENTERPRISE BANCORP INC,COM,293668109,182,5075,SH,202111,5272
1016,5272293712105202111,ENTERPRISE FINANCIAL SERVICE,COM,293712105,878,19384,SH,202111,5272
1017,527229382R107202111,ENTRAVISION COMMUNICATIONS A,COM,29382R107,234,32937,SH,202111,5272
1018,527229404K106202111,ENVESTNET INC,COM,29404K106,9871,123021,SH,202111,5272
1019,527229415F104202111,ENVISTA HOLDINGS CORP,COM,29415F104,11611,277719,SH,202111,5272
1020,527226875P101202111,EOG RESOURCES INC,COM,26875P101,16168,201424,SH,202111,5272
1021,527229415C101202111,EOS ENERGY ENTERPRISES INC,CL A,29415C101,330,23522,SH,202111,5272
1022,527229414B104202111,EPAM SYSTEMS INC,COM,29414B104,603,1057,SH,202111,5272
1023,527229428V104202111,EPIZYME INC,COM,29428V104,252,49142,SH,202111,5272
1024,5272294268107202111,EPLUS INC,COM,294268107,859,8368,SH,202111,5272
1025,527226884U109202111,EPR PROPERTIES,COM,26884U109,6361,128820,SH,202111,5272
1026,527226884L109202111,EQT CORP,COM,26884L109,10651,520556,SH,202111,5272
1027,5272294429105202111,EQUIFAX INC,COM,294429105,9412,37141,SH,202111,5272
1028,527229444U700202111,EQUINIX INC,COM,29444U700,22566,28560,SH,202111,5272
1029,527229452E101202111,EQUITABLE HOLDINGS INC,COM,29452E101,122,4114,SH,202111,5272
1030,5272294600101202111,EQUITRANS MIDSTREAM CORP,COM,294600101,9324,919557,SH,202111,5272
